F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;TARGET
1;0;0;1;0;0;0;0;0;1;292199.755297268;117.81681803252933;5.99;1182.0;36;0;1;1
1;1;0;0;1;0;0;0;0;0;406199.0;87.0;5.99;6636.41;49;0;1;1
2;0;0;1;0;0;1;0;0;0;79478.0;108.0;6.99;9547.75;16;0;1;1
1;0;0;1;0;0;0;0;0;1;292199.755297268;117.81681803252933;5.99;945.6;36;0;1;1
1;1;0;0;0;0;0;0;0;1;292199.755297268;117.81681803252933;6.99;36697.8;25;0;1;1
0;0;1;0;0;0;1;0;0;0;285268.89730982936;113.07858611922197;5.99;77430.11;20;0;1;1
0;0;1;0;0;0;1;0;0;0;184763.0;118.0;5.99;81912.76;20;0;1;1
1;0;1;0;0;0;1;0;0;0;292199.755297268;117.81681803252933;8.99;10164.07;24;0;1;1
1;0;1;0;0;0;1;0;0;0;292199.755297268;117.81681803252933;8.99;22833.8;23;0;1;1
1;0;1;0;0;0;1;0;0;0;292199.755297268;117.81681803252933;8.99;39713.52;20;0;1;1
1;0;1;0;0;0;0;0;1;0;292199.755297268;117.81681803252933;6.99;360.0;63;0;1;1
0;1;0;0;0;0;0;1;0;0;285268.89730982936;113.07858611922197;4.99;1182.0;36;0;1;1
0;0;1;0;0;0;0;1;0;0;285268.89730982936;113.07858611922197;5.99;945.6;36;0;1;1
0;0;1;0;0;0;0;1;0;0;139357.0;99.0;5.99;544.0;54;0;1;1
1;1;0;0;0;0;0;1;0;0;506836.0;92.0;4.99;176774.51;37;0;1;1
2;1;0;0;0;0;1;0;0;0;392384.0;88.0;5.99;125.0;15;0;1;1
1;1;0;0;0;0;1;0;0;0;292199.755297268;117.81681803252933;6.99;3430.4;36;0;1;1
0;0;1;0;0;0;0;0;0;1;285268.89730982936;113.07858611922197;4.99;139.7;15;0;1;1
0;0;1;0;0;0;0;1;0;0;192217.0;101.0;5.99;474.35;23;0;1;1
1;0;1;0;0;0;0;0;0;1;487367.0;149.0;6.99;103412.48;35;0;1;1
1;0;1;0;0;0;0;0;0;1;487367.0;149.0;6.99;756.42;54;0;1;1
1;1;0;0;0;0;1;0;0;0;199038.0;104.0;6.99;1559.7;45;0;1;1
1;0;0;1;0;0;1;0;0;0;292199.755297268;117.81681803252933;8.99;2312.57;38;0;1;1
2;0;0;1;0;0;0;0;0;1;294414.8751367589;120.1930250203447;5.99;59883.55;18;0;1;1
2;0;0;1;0;0;0;0;0;1;115727.0;124.61764705882354;5.99;11269.36;23;0;1;1
2;0;0;1;0;0;0;0;0;1;157008.0;128.0;11.99;360.0;45;0;1;1
1;1;0;0;0;0;1;0;0;0;404235.0;101.0;8.99;1090.62;49;0;1;1
1;0;1;0;0;0;1;0;0;0;388868.0;128.0;6.99;360.0;63;0;1;1
2;0;0;1;0;0;1;0;0;0;22376.0;0.0;4.99;5070.0;36;1;1;1
1;0;1;0;0;0;0;0;0;1;19148.0;90.0;4.99;75391.46;34;0;1;1
1;0;0;1;0;0;0;1;0;0;128940.0;104.0;11.99;2612.72;45;0;1;1
1;0;0;1;0;0;0;1;0;0;128940.0;104.0;11.99;4572.28;45;0;1;1
1;0;1;0;0;0;0;0;0;1;553341.0;104.0;5.99;46674.4;16;0;1;1
2;0;0;1;1;0;0;0;0;0;195950.0;122.0;11.99;2325.24;27;0;1;1
2;0;1;0;0;0;0;0;0;1;187688.0;141.0;6.99;16170.3;16;0;1;1
1;0;1;0;0;0;0;0;0;1;92155.0;146.0;8.99;1397.22;69;0;1;1
1;0;1;0;0;0;0;0;0;1;92155.0;146.0;8.99;2356.06;27;0;1;1
0;0;1;0;0;0;0;1;0;0;139357.0;99.0;6.99;87676.45;20;0;1;1
0;0;1;0;0;0;0;1;0;0;178218.0;98.0;6.99;945.6;34;0;1;1
0;0;1;0;0;0;0;1;0;0;178218.0;98.0;6.99;3032.4;27;0;1;1
0;0;1;0;0;0;0;1;0;0;178218.0;98.0;6.99;87734.75;20;0;1;1
0;0;1;0;0;0;0;1;0;0;178218.0;98.0;6.99;45208.74;20;0;1;1
0;0;1;0;0;0;0;1;0;0;76468.0;94.0;6.99;41686.06;17;0;1;1
0;0;1;0;0;0;0;1;0;0;76468.0;94.0;6.99;42139.64;17;0;1;1
1;0;0;1;0;0;1;0;0;0;348421.0;98.0;6.99;210.17;15;0;1;1
2;0;0;1;0;0;1;0;0;0;163802.0;124.97368421052632;5.99;1182.0;34;0;1;1
2;0;0;1;0;0;0;0;0;1;65784.0;84.0;5.99;16286.85;16;0;1;1
1;0;0;1;0;0;0;1;0;0;326166.0;138.0;4.99;1916.29;45;0;1;1
1;0;0;1;0;0;0;1;0;0;326166.0;138.0;4.99;3267.27;45;0;1;1
1;0;0;1;0;0;0;1;0;0;210562.0;139.0;4.99;11878.82;16;0;1;1
0;0;0;1;0;0;0;1;0;0;149528.0;98.0;6.99;226.0;24;0;1;1
1;0;0;1;0;0;0;1;0;0;176763.0;97.0;6.99;16875.55;16;0;1;1
1;0;0;1;0;0;0;1;0;0;534732.0;92.0;6.99;17280.0;16;0;1;1
1;0;0;1;0;0;0;1;0;0;534732.0;92.0;6.99;2050.0;16;0;1;1
1;0;0;1;0;0;0;0;0;1;572615.0;105.0;4.99;360.0;45;0;1;1
1;0;1;0;0;0;0;1;0;0;292199.755297268;117.81681803252933;8.99;34252.59;16;0;1;1
2;0;0;1;0;0;0;0;0;1;165718.0;120.0;5.99;30931.26;16;0;1;1
2;0;0;1;0;0;0;0;0;1;165718.0;120.0;5.99;10176.11;18;0;1;1
2;0;0;1;0;0;0;0;0;1;165718.0;120.0;5.99;10813.72;18;0;1;1
1;1;0;0;1;0;0;0;0;0;90979.0;87.0;6.99;6636.41;43;0;1;1
0;0;1;0;0;0;0;0;0;1;230386.0;83.0;8.99;3804.02;57;0;1;1
2;0;0;1;0;0;1;0;0;0;22376.0;0.0;6.99;93949.2;36;1;1;1
2;0;0;1;0;0;1;0;0;0;22376.0;0.0;6.99;42632.8;36;1;1;1
0;0;0;1;0;0;0;1;0;0;345588.0;111.0;5.99;43220.75;76;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;2843.56;43;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;4423.31;389;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;36201.79;59;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;2515.63;47;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;20898.2;52;0;1;1
0;1;0;0;0;0;0;1;0;0;460838.0;117.0;4.99;5378.09;28;0;1;1
0;1;0;0;0;0;0;1;0;0;357152.0;114.0;4.99;42870.69;28;0;1;1
0;1;0;0;0;0;0;0;1;0;188391.0;95.0;6.99;52085.88;18;0;1;1
0;1;0;0;0;0;0;0;1;0;188391.0;95.0;6.99;16536.95;20;0;1;1
0;1;0;0;0;0;0;0;1;0;188391.0;95.0;6.99;64044.99;16;0;1;1
0;0;0;1;0;0;1;0;0;0;186155.0;124.57575757575758;4.99;75049.57;22;0;1;1
0;0;0;1;0;0;1;0;0;0;186155.0;124.57575757575758;4.99;38300.0;22;0;1;1
0;0;0;1;0;0;1;0;0;0;186155.0;124.57575757575758;4.99;50800.0;22;0;1;1
0;0;0;1;0;0;1;0;0;0;186155.0;124.57575757575758;4.99;70000.0;22;0;1;1
2;0;0;1;0;0;0;0;0;1;115727.0;124.61764705882354;5.99;62717.35;19;0;1;1
2;0;0;1;0;0;0;0;0;1;115727.0;124.61764705882354;5.99;65375.4;16;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;27115.0;38;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;54230.0;36;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;27115.0;36;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;15287.84;27;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;54230.0;40;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;54230.0;39;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;27115.0;38;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;54230.0;36;0;1;1
2;0;1;0;0;0;0;0;0;1;140339.0;131.0;5.99;39036.0;36;0;1;1
2;0;1;0;0;0;1;0;0;0;255144.0;82.0;5.99;35831.81;20;0;1;1
0;0;0;1;0;0;0;0;0;1;256249.0;79.0;8.99;12686.0;46;0;1;1
1;0;0;1;0;0;0;0;0;1;292199.755297268;117.81681803252933;6.99;63140.0;24;0;1;1
0;0;0;1;0;0;1;0;0;0;285268.89730982936;113.07858611922197;5.99;101129.7;25;0;1;1
0;0;0;1;0;0;1;0;0;0;285268.89730982936;113.07858611922197;5.99;43341.3;26;0;1;1
0;0;0;1;0;0;1;0;0;0;285268.89730982936;113.07858611922197;5.99;72235.5;25;0;1;1
2;1;0;0;0;0;0;1;0;0;294414.8751367589;120.1930250203447;6.99;360.0;46;0;1;1
2;1;0;0;1;0;0;0;0;0;6615.0;150.0;4.99;47015.89;31;0;1;1
2;1;0;0;1;0;0;0;0;0;6615.0;150.0;4.99;46067.55;31;0;1;1
1;0;0;1;0;0;0;0;0;1;92111.0;87.0;4.99;945.6;34;0;1;1
1;0;0;1;0;0;0;0;0;1;92111.0;87.0;4.99;511.7;27;0;1;1
0;0;0;1;0;0;0;1;0;0;110775.0;78.0;5.99;7414.46;30;0;1;1
1;0;0;1;0;0;0;1;0;0;381180.0;115.0;6.99;98.8;15;0;1;1
1;1;0;0;0;0;1;0;0;0;53465.0;105.0;5.99;49.49;15;0;1;1
1;1;0;0;0;0;0;0;0;1;185086.0;100.0;5.99;17074.45;16;0;1;1
2;0;1;0;0;0;0;0;0;1;296009.0;98.0;6.99;16197.35;30;0;1;1
2;0;1;0;0;0;0;0;0;1;419090.0;100.0;6.99;16197.35;30;0;1;1
2;0;1;0;0;0;0;0;0;1;419090.0;100.0;6.99;16428.35;30;0;1;1
1;1;0;0;0;0;0;1;0;0;143291.0;123.0;4.99;630.0;15;0;1;1
0;0;0;1;0;0;0;0;0;1;546220.0;116.0;6.99;47847.0;43;0;1;1
0;0;0;1;0;0;1;0;0;0;285268.89730982936;113.07858611922197;5.99;12185.06;35;0;1;1
0;0;0;1;0;0;1;0;0;0;68091.0;100.0;5.99;7946.78;37;0;1;1
2;0;0;1;0;0;0;1;0;0;625705.0;117.0;6.99;530000.0;43;0;1;1
0;0;0;1;0;0;0;0;0;1;162298.0;105.0;4.99;1182.0;34;0;1;1
1;0;0;1;0;0;1;0;0;0;214081.0;107.0;4.99;412.4;27;0;1;1
0;0;1;0;0;0;1;0;0;0;184763.0;118.0;5.99;82330.03;20;0;1;1
0;1;0;0;0;0;1;0;0;0;118130.0;123.0;5.99;40015.1;21;0;1;1
1;0;1;0;0;0;1;0;0;0;11428.0;107.0;6.99;56315.27;20;0;1;1
1;0;1;0;0;0;1;0;0;0;11428.0;107.0;6.99;31437.29;22;0;1;1
1;0;1;0;0;0;1;0;0;0;190056.0;110.0;6.99;14.66;25;0;1;1
1;0;1;0;0;0;1;0;0;0;190056.0;110.0;6.99;21164.66;20;0;1;1
1;0;1;0;0;0;1;0;0;0;190056.0;110.0;6.99;55964.18;22;0;1;1
2;1;0;0;0;0;1;0;0;0;353050.0;119.0;5.99;18236.56;16;0;1;1
2;1;0;0;0;0;1;0;0;0;353050.0;119.0;5.99;49482.55;16;0;1;1
1;1;0;0;0;0;0;0;0;1;883174.0;93.0;11.99;651.1;15;0;1;1
1;1;0;0;0;0;0;0;0;1;883174.0;93.0;11.99;115.45;15;0;1;1
2;0;0;1;0;0;0;1;0;0;173134.0;128.0;5.99;44220.79370773158;34;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;46;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;45;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;46;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;45;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;45;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;5.99;84138.3;45;0;1;1
1;0;0;1;0;0;0;0;0;1;41734.0;114.0;6.99;1341.0;64;0;1;1
1;0;0;1;0;0;0;0;0;1;122156.0;97.0;5.99;1182.0;34;0;1;1
0;0;0;1;1;0;0;0;0;0;28231.0;115.0;4.99;2291.97;22;0;1;1
1;1;0;0;0;0;0;1;0;0;2439.0;114.0;11.99;170.4;18;0;1;1
1;1;0;0;0;0;0;1;0;0;2439.0;114.0;11.99;3152.4;15;0;1;1
1;1;0;0;0;0;0;1;0;0;2439.0;114.0;11.99;7552.4;15;0;1;1
0;0;0;1;0;0;0;1;0;0;398964.0;129.0;8.99;19647.31;18;0;1;1
1;1;0;0;0;0;1;0;0;0;254811.0;94.0;11.99;1187.81;42;0;1;1
1;1;0;0;0;0;0;1;0;0;82794.0;129.0;6.99;16440.01;29;0;1;1
1;0;1;0;0;0;1;0;0;0;41949.0;130.33333333333334;5.99;56108.7;29;0;1;1
1;0;0;1;0;0;0;0;0;1;2188.0;106.0;6.99;36947.6;30;0;1;1
0;1;0;0;0;0;1;0;0;0;23625.0;124.0;5.99;39165.11;21;0;1;1
0;1;0;0;0;0;1;0;0;0;23625.0;124.0;5.99;30158.23;21;0;1;1
0;1;0;0;0;0;1;0;0;0;467635.0;120.0;5.99;1341.0;34;0;1;1
0;1;0;0;0;0;1;0;0;0;467635.0;120.0;5.99;2265.78;20;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;10158.41;49;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;32614.69;45;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;6115.65;45;0;1;1
0;0;0;1;0;0;0;1;0;0;341225.0;121.0;5.99;8353.39;45;0;1;1
0;0;1;0;0;0;1;0;0;0;122451.0;124.0;5.99;627.09;20;0;1;1
1;1;0;0;0;0;0;0;0;1;825103.0;131.0;4.99;4266.95;20;0;1;1
0;1;0;0;0;0;0;1;0;0;196973.0;109.0;4.99;1182.0;34;0;1;1
0;0;0;1;0;0;1;0;0;0;285268.89730982936;113.07858611922197;11.99;361.69;13;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;26853.6;16;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;51784.29;16;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;26253.6;16;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;25653.6;17;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;42436.38;17;0;1;1
0;0;0;1;0;0;0;0;0;1;127921.0;90.0;4.99;46370.35;17;0;1;1
0;0;0;1;0;0;0;0;0;1;397621.0;89.0;4.99;26245.6;18;0;1;1
0;0;0;1;0;0;0;0;0;1;397621.0;89.0;4.99;50523.62;18;0;1;1
0;0;0;1;0;0;0;0;0;1;397621.0;89.0;4.99;39068.4;17;0;1;1
0;0;0;1;0;0;0;0;0;1;397621.0;89.0;4.99;25645.6;17;0;1;1
0;0;0;1;0;0;0;0;0;1;397621.0;89.0;4.99;26085.6;16;0;1;1
0;0;0;1;0;0;0;0;0;1;107840.0;91.0;6.99;1341.0;34;0;1;1
0;0;0;1;0;0;0;0;0;1;107840.0;91.0;6.99;373.74;20;0;1;1
1;0;0;1;0;0;1;0;0;0;183373.0;105.0;5.99;1022.88;20;0;1;1
1;0;0;1;0;0;1;0;0;0;183373.0;105.0;5.99;222.88;20;0;1;1
2;0;0;1;0;0;0;1;0;0;361000.0;124.0;8.99;1182.0;34;0;1;1
0;0;0;1;0;0;1;0;0;0;408384.0;115.0;4.99;80000.0;22;0;1;1
0;0;0;1;0;0;1;0;0;0;408384.0;115.0;4.99;87858.21;22;0;1;1
0;0;0;1;0;0;1;0;0;0;408384.0;115.0;4.99;40000.0;22;0;1;1
0;0;0;1;0;0;1;0;0;0;352330.0;118.0;4.99;1182.0;34;0;1;1
0;0;1;0;0;0;0;0;0;1;230386.0;83.0;4.99;12100.0;41;0;1;1
0;0;1;0;0;0;0;0;0;1;726215.0;82.0;4.99;3892.48;20;0;1;1
2;0;0;1;1;0;0;0;0;0;195950.0;122.0;5.99;140425.0;31;0;1;1
2;0;0;1;1;0;0;0;0;0;195950.0;122.0;5.99;142425.0;30;0;1;1
2;0;0;1;1;0;0;0;0;0;51233.0;120.0;5.99;360.0;46;0;1;1
2;0;0;1;1;0;0;0;0;0;51233.0;120.0;5.99;2144.89;61;0;1;1
1;1;0;0;0;0;0;0;1;0;204867.0;112.0;5.99;1435.02;20;0;1;1
1;0;0;1;0;1;0;0;0;0;320103.0;88.0;5.99;28586.8;20;0;1;1
2;1;0;0;0;0;1;0;0;0;281472.0;103.0;6.99;19976.0;18;0;1;1
2;1;0;0;0;0;1;0;0;0;281472.0;103.0;6.99;25532.0;18;0;1;1
2;0;0;1;0;0;1;0;0;0;163802.0;124.97368421052632;5.99;13462.05;21;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;1182.0;34;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;12816.5;17;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;11132.06;16;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;11132.06;16;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;37416.2;16;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;25633.0;16;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;360.0;49;0;1;1
2;0;0;1;0;0;1;0;0;0;339356.0;124.97368421052632;5.99;1863.87;32;0;1;1
0;1;0;0;0;0;0;0;0;1;111415.0;117.0;4.99;75309.45;16;0;1;1
0;1;0;0;0;0;1;0;0;0;1291406.0;106.0;11.99;1182.0;34;0;1;1
0;1;0;0;0;0;1;0;0;0;1291406.0;106.0;11.99;407.26;20;0;1;1
0;0;1;0;0;0;0;0;0;1;450205.0;118.0;6.99;278657.56;16;0;1;1
1;0;0;1;0;0;0;1;0;0;292199.755297268;117.81681803252933;6.99;23907.99;22;0;1;1
1;0;0;1;0;0;0;1;0;0;292199.755297268;117.81681803252933;6.99;1379.37;22;0;1;1
1;0;0;1;0;0;0;1;0;0;8421.0;122.0;6.99;10836.85;22;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;4.99;81458.7;45;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;4.99;79658.7;45;0;1;1
2;0;1;0;0;0;1;0;0;0;9592.0;83.0;4.99;79658.7;45;0;1;1
